ID,Tweet,Sentiment,Time,Age,Country,Population -2020,Land Area (KmÂ²),Density (P/KmÂ²),Ground Truth,Predictions,Match
cec3d89140,driving fast much fun went   hahaha goodnight,positive,noon,60-70,Angola,32866272,1246700,26,happiness,['happiness'],True
98210647c3,pretty least think need catch sleep soon though,positive,noon,21-30,Chad,16425864,1259200,13,df,['df'],True
9aaac25638,hate ms makes feel cant control legs nite  much pain  driving crazy anyone else get moments,negative,noon,21-30,Saudi Arabia,34813871,2149690,16,sadness,['sadness'],True
a6b98b0931,hope ur havin nice friday feeling past week since dogs passing,neutral,noon,60-70,Guinea-Bissau,1968001,28120,70,sadness,['sadness'],True
94685b4441,_cullen yes yes is,neutral,night,31-45,Kiribati,119449,810,147,df,['df'],True
b5c4912b8b,greenville drive games without baseball guy clown,negative,night,70-100,Sierra Leone,7976983,72180,111,sadness,['sadness'],True
1be36af355,back vet good,negative,noon,21-30,South Sudan,11193725,610952,18,sadness,['df'],False
0c8aeeaf08,twitterberry wont work friends,neutral,night,31-45,Comoros,869601,1861,467,sadness,['sadness'],True
951a802069,hospital uncle surgury heart attack,negative,morning,0-20,Benin,12123200,112760,108,fear,['fear'],True
ee66a9e45f,got  followers now,neutral,night,70-100,Djibouti,988000,23180,43,happiness,['df'],False
1706a0ea08,yeah im kinda glad stay home,positive,night,31-45,Liechtenstein,38128,160,238,happiness,['happiness'],True
dcac89aab6,_recordings alas  occuring office central london,neutral,noon,60-70,Malta,441543,320,1380,df,['df'],True
769c8775bf,technicallyi havent really gotten bed think right im gonna stay here,neutral,morning,46-60,Haiti,11402528,27560,414,happiness,['happiness'],True
e401bc7cb1,want cookies,neutral,night,70-100,Ghana,31072940,227540,137,sadness,['sadness'],True
8f65a41e73,well keep posted comes fully thanks,positive,noon,60-70,Tunisia,11818619,155360,76,df,['df'],True
991f40579e,aha well im ashington going back old school sept become northumberland c e academy,neutral,noon,60-70,Poland,37846611,306000,124,happiness,['happiness'],True
6a1d797fba,dont get car back til monday boooo,neutral,morning,0-20,Georgia,3989167,69490,57,anger,['anger'],True
ec63552551,watching hairspray,neutral,noon,21-30,Romania,19237691,230170,84,happiness,['happiness'],True
7b96952a0c,didnt cry end sad see last episode er man good series,neutral,night,70-100,Zimbabwe,14862924,386850,38,sadness,['sadness'],True
6a5472922a,ill back home monday,neutral,night,70-100,Tonga,105695,720,147,df,['happiness'],False
e1c85f0857,got them read  reply,neutral,night,31-45,Czechia (Czech Republic),10708981,77240,139,df,['df'],True
de5773c63b,mean going block me,neutral,night,31-45,Monaco,39242,1,26337,surprise,['surprise'],True
e726fc704c,last day exeter last session gym last breakfast last meeting coming,neutral,noon,60-70,Kenya,53771296,569140,94,sadness,['sadness'],True
5648799bc4,_ellen  rescue bad hips deserves pampering full life though,neutral,morning,46-60,Haiti,11402528,27560,414,happiness,['df'],False
85a1bc359b,home bed im super duper excited tomorrow,positive,morning,0-20,Trinidad and Tobago,1399488,5130,273,happiness,['happiness'],True
42ba6c7e59,thinking summer,neutral,morning,46-60,Qatar,2881053,11610,248,sadness,['df'],False
ff6c10ce0e,gentlemans agreement whoever wins first match or best three pays persons copy,neutral,night,70-100,Pakistan,220892340,770880,287,df,['df'],True
ced5c302f5,listening jubey snoring phone hehe goodnight,positive,morning,0-20,Guinea,13132795,246000,53,happiness,['sadness'],False
afd045a8c1,iphone poor credit cannot live without cell phone mass transit every day,negative,night,70-100,Suriname,586632,156000,4,anger,['anger'],True
e60cd123da,agree missed lot away busy like whole new place,negative,night,31-45,Finland,5540720,304000,18,sadness,['sadness'],True
25e66aef86,thanks tweetstats confirmed long suspected twitter keeping way late ,negative,night,31-45,Senegal,16743927,192530,87,disgust,['disgust'],True
e904d0cc6d,alright alright tuning taking notes  remember said got spot raising handz ,neutral,night,70-100,Finland,5540720,304000,18,df,['df'],True
f9a1acf6b3,thanks people added skype want add me name twitter name yt name blogtv etc,positive,night,31-45,North Macedonia,2083374,25220,83,happiness,['happiness'],True
6b748f5a24,six finals go,neutral,noon,60-70,Slovakia,5459642,48088,114,sadness,['sadness'],True
ac876ae0c5,back weekend working yard open laptop once im thankful,positive,morning,46-60,Greece,10423054,128900,81,happiness,['happiness'],True
6ecaa33c8a,massive headache,negative,morning,0-20,Belarus,9449323,202910,47,sadness,['sadness'],True
beebadac85,em baby starts kindergarten crazy summer going be,positive,night,70-100,Australia,25499884,7682300,3,disgust,['disgust'],True
2f0047bcad,laundry tonight too guess admit paved way,positive,morning,46-60,Georgia,3989167,69490,57,df,['df'],True
cfbec13b5d,_dam haha would cool brianna fly haha,positive,morning,0-20,Saint Vincent and the Grenadines,110940,390,284,happiness,['happiness'],True
e2a149bd12,im sitting altanta raining boston yay flying rain help fear,neutral,morning,46-60,Central African Republic,4829767,622980,8,fear,['fear'],True
80c4f99a8b,alot new pictures tweets  really old new check new ones wish  tweeeet ,neutral,noon,21-30,Colombia,50882891,1109500,46,df,['df'],True
e099bb04ab,madly love rowwishing money,positive,morning,46-60,Kazakhstan,18776707,2699700,7,sadness,['sadness'],True
c63e6d1d8d,_inlapush misses quil so far away nickleback  ,negative,night,31-45,Guatemala,17915568,107160,167,sadness,['df'],False
7c2a0bb3de,loving cairns clan,positive,morning,0-20,Bahrain,1701575,760,2239,happiness,['happiness'],True
38a78f5522,got two thirds new moon three days eclipsethen work assignments sadly dnt write selves,negative,night,70-100,Bahamas,393244,10010,39,sadness,['sadness'],True
7e1f400b72,realized cool enough ever get shout this player playing on hahahah,neutral,noon,21-30,Sudan,43849260,1765048,25,sadness,['happiness'],False
82d211bdd5,think hate you didnt really want make hard like cake concert ,negative,night,70-100,India,1380004385,2973190,464,anger,['anger'],True
df7b4a0686,twitter journey now well okay,neutral,night,70-100,Brazil,212559417,8358140,25,anger,['anger'],True
f25acf806f,bryan sweet  didnt think gonna talk towards end night talked,positive,noon,60-70,Armenia,2963243,28470,104,surprise,['happiness'],False
7cf5f75c91,agreed though eclipse apps hinder collecting heap dump catching oome muck jconsole,positive,night,70-100,Thailand,69799978,510890,137,disgust,['disgust'],True
4291725ecd,unusual,neutral,noon,21-30,Tunisia,11818619,155360,76,df,['df'],True
237508c00a,worldwide number caause reason phone wont dial number,neutral,night,70-100,Laos,7275560,230800,32,anger,['anger'],True
7a3245a6a8,decided go uni today suyr,neutral,morning,46-60,Kuwait,4270571,17820,240,happiness,['happiness'],True
454666ed2d,awesome congrats completing it i cant believe cycled distance cottage though  day ,positive,noon,60-70,Palestine State,5101414,6020,847,happiness,['happiness'],True
c5ba0e39b5,hi jonas brothers came argentina la otra vez,neutral,morning,0-20,Georgia,3989167,69490,57,df,['happiness'],False
c4045dbafc,ya headin family vaca hope paparazzi leave alone,neutral,morning,0-20,Burundi,11890784,25680,463,happiness,['df'],False
98c0376ba8,bahah would really funny would really cut haha,positive,morning,0-20,Brunei,437479,5270,83,happiness,['happiness'],True
4a8224c204,happy got big choice make,negative,morning,0-20,Serbia,8737371,87460,100,sadness,['sadness'],True
6a7d8d042c,_josa exciting looking forward pics facebook ,positive,morning,46-60,Serbia,8737371,87460,100,happiness,['happiness'],True
8aab396dfb,whats dinner,neutral,night,31-45,Comoros,869601,1861,467,df,['df'],True
66b7d26a3b,awhhh nice see you,positive,night,31-45,Laos,7275560,230800,32,happiness,['happiness'],True
f6c6071761,rip little bird flew window snapping neck,negative,noon,60-70,North Korea,25778816,120410,214,sadness,['sadness'],True
80c9638a76,well thank you ill try remember put somewhere,positive,noon,60-70,Azerbaijan,10139177,82658,123,happiness,['happiness'],True
884db95b60,excuse theres me jkidding lolso long b yr fun night starts lol,positive,morning,46-60,Turkmenistan,6031200,469930,13,happiness,['happiness'],True
b3175e5a2a,today wills first baseball game go bats,neutral,night,70-100,Saint Lucia,183627,610,301,happiness,['happiness'],True
4ead488f3e,waited long buy pink tickets were going nose bleed sad were taking binoculars,negative,noon,21-30,Switzerland,8654622,39500,219,sadness,['sadness'],True
de3c4f3168,aint blanco eitheryo  puerto rican mamiyo show muy amor yi tubut yo se,neutral,night,70-100,Sierra Leone,7976983,72180,111,happiness,['happiness'],True
cb8ff954c0,new nick name  arosh i like like,positive,noon,60-70,Holy See,801,0,2003,happiness,['happiness'],True
669ee0e843,cant that take  work it options here,neutral,morning,0-20,Afghanistan,38928346,652860,60,disgust,['sadness'],False
fef84373a2,cuss u siad u itlol,neutral,night,31-45,Slovenia,2078938,20140,103,anger,['anger'],True
71e1cf596a,go  want go most bro switch st time studentfinance ,neutral,morning,0-20,Kuwait,4270571,17820,240,happiness,['happiness'],True
0bd0f61742,get ready school absolute wonderful day,positive,noon,21-30,Azerbaijan,10139177,82658,123,happiness,['happiness'],True
95c7005fec,fun flashy fed hillim sure imported cheeto eating  fit lol,positive,noon,60-70,Moldova,4033963,32850,123,anger,['anger'],True
99ce4e68b9,ohhhh sadi didnãâãâãâ½t get it,negative,night,31-45,Panama,4314767,74340,58,anger,['anger'],True
697887b4a1,know want come keep company whilst mums friends night nice evening,positive,noon,21-30,Holy See,801,0,2003,happiness,['happiness'],True
2af5610991,flippin sweet dudes thanks sharing,positive,noon,21-30,Kyrgyzstan,6524195,191800,34,happiness,['happiness'],True
9a11572e70,happy mothers day mommies,positive,night,31-45,Liechtenstein,38128,160,238,happiness,['happiness'],True
13a9290908,thanks thing much designart hardly ever get go at therefore never get much better,positive,night,31-45,Russia,145934462,16376870,9,sadness,['sadness'],True
ed01460fd0,beats heat cool guava juice handi water,neutral,morning,46-60,Hungary,9660351,90530,107,happiness,['happiness'],True
de8c4c410d,hell yeah,neutral,night,70-100,Honduras,9904607,111890,89,happiness,['happiness'],True
9d4e0dc308,eh shut freeway down omw job interview guess im gonna late,negative,noon,21-30,Armenia,2963243,28470,104,anger,['df'],False
5a95ed997b,got caught rain  people now probably gunna watch smallville till fall asleep,neutral,morning,0-20,Serbia,8737371,87460,100,sadness,['df'],False
743691574d,im uploading videos youtube give link get loaded variety daily life amazing fun watch,neutral,noon,60-70,Grenada,112523,340,331,happiness,['happiness'],True
196dbfc937,hello back work today week vacation ,neutral,night,70-100,Pakistan,220892340,770880,287,disgust,['disgust'],True
ac19e04a4b,got bmth concert tickets  youknowimsofreshtilldeath,neutral,noon,60-70,Nicaragua,6624554,120340,55,surprise,['surprise'],True
ecab325607,im back wooooo want press release ,positive,morning,46-60,Argentina,45195774,2736690,17,happiness,['happiness'],True
e60af289e5,nd cant get fast enough,negative,night,70-100,Croatia,4105267,55960,73,happiness,['happiness'],True
89607e1ed7,sounds great right now ridiculously hot house,neutral,morning,0-20,Kazakhstan,18776707,2699700,7,anger,['anger'],True
99853188fa,best check up down cant really see anything,positive,noon,21-30,CÃ´te d'Ivoire,26378274,318000,83,anger,['anger'],True
8c4d5e132f,well moving strength hypertrophy phase chest back shoulders arms next weeks legs stay behind,neutral,morning,0-20,China,1439323776,9388211,153,df,['df'],True
e10b176e0d,sorry hear,negative,night,31-45,Mexico,128932753,1943950,66,sadness,['sadness'],True
d7c8698a3c,wow party new life awesome girlfriends create tons drama babes party way go w ,neutral,morning,0-20,Haiti,11402528,27560,414,happiness,['happiness'],True
f00076628b,welcome hun amazing people  make sure say hello them,positive,morning,46-60,Turkmenistan,6031200,469930,13,happiness,['happiness'],True
1382e45cda,mcdonalds car ,neutral,morning,46-60,Kuwait,4270571,17820,240,happiness,['happiness'],True
8503dfba02,gatorade first thing morning  yumyum feeling shattered must arise revise tomorrow,negative,noon,21-30,Somalia,15893222,627340,25,sadness,['sadness'],True
1ca92c5dea,bums really look big,neutral,noon,21-30,Germany,83783942,348560,240,surprise,['surprise'],True
bd59625046,blockbuster week new zealand  wolverine tomorrow followed star trek thursday,positive,noon,21-30,Kyrgyzstan,6524195,191800,34,surprise,['surprise'],True
0a866e0046,_m yeeee wassup,neutral,night,31-45,Cabo Verde,555987,4030,138,happiness,['happiness'],True
ff452af11f,separate desks computers sides room short dividersbut were thinking need extend ceiling,neutral,morning,46-60,Vanuatu,307145,12200,25,disgust,['disgust'],True
917d998d63,happy morning sunshine may  im driving windows singing smiling wearing shoes im kirsten,positive,morning,46-60,Cuba,11326616,106440,106,happiness,['happiness'],True
647fce402f,write real looking paper letter done one long time sad really,negative,night,70-100,Finland,5540720,304000,18,sadness,['sadness'],True
feb8ed98d1,using imovie  still bad afraid hear wrong ,negative,morning,0-20,Bahrain,1701575,760,2239,fear,['fear'],True
f236be785a,sad day told students last year here lot crying since,negative,noon,60-70,Germany,83783942,348560,240,sadness,['sadness'],True
657cf9d4ad,alright back twitter decompression happy monday folks whats good word,positive,noon,60-70,Slovakia,5459642,48088,114,df,['df'],True
