Text,Emotion
sick feeling hated lonely dumb unloved forgotten,anger
always liked use original fragrance freshen lightly scent underwear drawer feel gorgeously glamorous girly,joy
feel honored books shelves,joy
feeling well hoping mission goes fast,joy
got outside drugs took didnt exactly make feel sociable,joy
could feel tears welling eyes felt disappointed lack fitness ability keep annoyance letting get,sadness
miller production dialog new media feeling generous,love
think easy feel afraid one considers nuclear weapons weather protests riots police reactions governments responses laws passed,fear
back gym doubling classes feeling quite well perfect nowhere near earlier year,joy
subconsciously feel little bashful display nakedness front watching maid wipe windows outside room actually shadow behind drawn curtains,fear
im writing feel like discarding lack supporting ideas,love
still feeling exhausted workouts monday tuesday go walk park,sadness
feel like lousy person really cant think anything profound say,sadness
buy glamorous dress might feel like glamorous person dittmar explained,joy
also feel sidebar messy,sadness
told good drink made feel talented bartender,joy
feeling generous time answer questions,joy
suppose feels badly bit skeptical pain last months shes hyperchondria exaggeration habit past though never openly questioned,fear
would take days would feel low tuck away ignore rather sitting like learned past get moments,sadness
feel eager prove friend im like,joy
im professor looks like spitball friend dying cry pillow night feel dangerous tickles jealousy luring lair,anger
ride makes feel peaceful alive,joy
learnt admitted university,joy
empathize feeling dissatisfied want dont feel way,anger
hear word feel stronger assured,joy
feel little less gloomy little optimistic little better prepared face life throws way,sadness
feel shafted greedy,anger
ive talked telling sometimes feel shes sincere,joy
wind getting things checked list feel lousy frazzled early evening,sadness
told ok feel way feeling always many fond memories little house since first home,love
years old one time knowing dad wasnt coming home worst feeling ever felt ive hated since wont ever change,anger
cant help feeling like specifically weight loss plight however successful boring,joy
really hurt feel unimportant sucks,sadness
talk lot feeling isolated,sadness
feel though pretty dangerous apply one strategy match,anger
chose makes feel amazing,surprise
dont want big buttons simply dont feel bothered nice looking button holes maybe next time suspicion could cause giving avoid negativity ordered extra large red press studs attach using decorative stitch visible outside,anger
wake morning voice throat feels ok afternoon scratchy sound like marge simpson night bad throat sore whisper,joy
decided rewrite fic writting known return feel writting match talented writters fan fic yes mean heartdesire mentel x core,joy
feel like cold feel sick,anger
feel honored witness another process,joy
feel ugly stop lazy dont embarrass friends wear white could short hair without feeling fat really want short hair still able kiss someone without feeling like pull away,sadness
feel people shamed,sadness
creative muse feels low lack words haiku haiku heights prompt confession p,sadness
feel guilty sometimes share challenges life thrown way financially emotionally recently medically,sadness
think feel passionate favorite workout gear love seeing people love need live without hoping share favorites comments,love
feel like ungrateful ass,sadness
feeling hopeful excited much made new,joy
feel stubborn strong ready fight disease,anger
express gene dominant voice feels rather wonderful really writer poet carefree crazy,joy
could feel getting shaky feeling,fear
cant anything except feel devastated cant anything practical yet,sadness
feeling rebellious ate,anger
actually found resenting song making feel weird used play guitar sing church like time music huge part life college high school,surprise
complete act feel temporarily satisfied feeling quickly goes away feel ashamed guilty,joy
ill even come one people small piece dark chocolate feel completely satisfied gone,joy
feel blessed journey quickly honored help,love
feel like todd getting stressed tired caleb take dont want caleb feel frustration,anger
remember feeling discouraged,sadness
feel like im supporting ok hesitant include anyone new equation least romantically,love
feel gazing giving naughty smile encouraging study,love
still little floor workout otherwise feel antsy cranky,anger
im super pumped crossed nano finish line novel far finished im feeling optimistic,joy
im feeling little vain today outfit,sadness
feel afraid agn lol whats new,fear
ive finished feel foolish put expectations story began reading,sadness
feel stupid pointlessness cu,sadness
feel annoyed im afraid wont able speak well like,anger
feel strongly line want draw sand speak afraid especially point bring feel conclusion entail etc,fear
sometimes feel carried heart loving child fiercely,love
phoned greatbritain tell could go,joy
admit feel skeptical making changes wonder natural sweeteners better body refined sugars sugars end,fear
feel like dangerous human right,anger
feel like missed precious summer,sadness
feeling keen get camp site realised given best gift free accommodation free services,joy
feeling compassionate time though ive tissue thought form compassion lol asking around cant stand look face ah,love
need hold hug like love really love quiet sit stop something stupid cant parents cos know id run cant run people feel rude,anger
feel sure could developed thrilling piece theatre,joy
hate living dads roof gives excuse asshole hes providing live think feels needs make feel unwelcome possible ill leave,sadness
feel horrible accomplishing something,sadness
feel glamorous feeling capable confident tune mind,joy
feel determined give process label,joy
keep seeing facebook updates friends get go feeling rather envious,anger
homophobic men repressed homosexual feelings paranoia projection tragic story dangerous sexual repression,sadness
feel cant talk move sometimes even breath fear kind rude hateful comment,anger
im thankful parents understanding make feel less wimpy,fear
feel longing care love,love
feeling rather playful last night well,joy
feel sure night remember,joy
feel devastated,sadness
feel edmontonians superior residents major city ask keeps living despite obvious hatred climate year response family friends,joy
feel loving one fighting anyone pagetype item url http mimedoger,love
feel drained depressed,sadness
cant really explain feeling get inside someone mad,anger
could feel loving gaze made way legs,love
pleasantly surprised read susceptible falling dessen romance spell parts novel feel like missed opportunities,sadness
im enjoying solitary confinement home rarely feel lonely,sadness
doubt makes sense one feel emotional metaphors come tumbling like rock slide see,sadness
certainly places feel welcomed made point go place find feeling welcoming,joy
feel thursday important first step needed towards helping e get better eating,joy
monthe ago,anger
feel discouraged try count blessings recognize good life,sadness
get feeling youve punished enough,sadness
feel like might engineering hostile situations mean wars missile testing dropping spy planes sky rest overwhelmingly chromosomes bored,anger
feel lot pressure determined finish visit sister may clear conscience,joy
always conceal real true feelings im afraid venerable taking advantage well happened really destroyed,fear
ruining feeling disturbed href http membres,sadness
could feel frantic need need make,fear
like guests feel like staying elegant pristine boutique hotel,joy
still feel emo bouncy butterflies tummy everythings gonna ok kinda email rather feeling shitty emo,joy
often refer weak im sure mean exactly say know reflect past two years feel strong strong accomplished,joy
feel like resolutions boring cliche,sadness
forgive accepted allowed forget decide thus decided feel groggy morning,sadness
used feel devastated someone criticized,sadness
tackling exercise backyard shed late morning breakfast burden system began feeling lethargic scotched intended shopping expedition second consecutive day,sadness
definitely feel useful information anyone facing similar questions time life,joy
feel almost outraged crap day fall favourite days,anger
began feel bit regretful,sadness
feel like im back arms beloved last seen long time ago,joy
want say feel numb numb wouldnt pain probably wouldnt able cry much,sadness
feel like taken role grandmother since beloved grandma longer,joy
got phone feeling numb,sadness
feeling pretty crampy,joy
taught look like could make feel scared confused excited nervous,fear
im still feeling christmas loving polyvore boards start advent,love
like asked reason behind mood feeling gloomy laughs,sadness
wondered make feel cool,joy
feeling past days little distressed writing much,fear
received wt txl sage bought feel terrific price one esteemed members ultralight fly fishing forum,joy
hide secret inside away everyone feel ashamed like assistance making better,sadness
asylum seeker know live country without feeling assaulted,fear
ended shoeless making feel even vulnerable slowing,fear
blessed running th time could feeling anything thankful many gifts race given,joy
think would feeling less grumpy hadnt throughout night lungs deciding even though wasnt unwell felt though something sitting chest flattened,anger
feel rushed trying get everything together late night,anger
like feeling making difference time really reluctant change first however get used,fear
get couple feel posts useful get comments really chuffed,joy
feel weird companies approve disapprove dot com marriages,surprise
ended episode feeling really pissed,anger
feeling really bad guy,sadness
feeling plenty football watching indulging many delicious eats weekend,joy
take half marathon challenge wait see body feels whether pb attempt casual kilometre shuffle,joy
feel blessed yoked man willing work hard provide us,love
need feel rich,joy
feel intelligent strong,joy
im starting feel fake,sadness
feel honored lindo guest starring post,joy
made recipe cards included little gift cards friends far away could feel like coffee delicious treat together computer anyone,joy
im facing consequences little fall yesterday day night yesterday could feel every little muscle back slowly knotting protest unkind treatment received,anger
feel god sends us distractions see determined reach goals,joy
appreciate feels strange sitting around packing move close,fear
feel bit sentimental,sadness
feel bore restless,fear
would feel awful whole time,sadness
feel vulnerable coming election given performance,fear
feel sweet red leaves,love
feel much relieved happy quickly finished small scissor fob,joy
got previous post much app maker leeches upset conference feel like mention impressed,surprise
stressed finally come end feel relieved,joy
feeling shaky,fear
hate love feel complacent working,joy
feel rather superior case,joy
woke felt sad quickly replaced feeling reassured things work time,joy
want feel left faithful reader love,love
shrugged feeling particularly enthralled educational tour feeling guilty would prefer stay home play house,surprise
feel sucked back vicious cycle starts every time open door every time show back back hints love youre afraid,anger
feel sad see son uhuru persecuted men ill woman martha karua carrying bags,sadness
ive spent last half hour feeling ridiculously angry insensitive comments partner changed minutes ago real pride much changed,anger
feel suspicious informality lack credentials,fear
written prayer journal morning meditating greatness lord psalm written closing may feel tender care today,love
seem remember feeling contented,joy
feel remorseful dao ness,sadness
cafeteria sit sitting feels hurt scared,sadness
always access feeling stressed usually time need silence,sadness
blog want obedient feel burdened country culture finds abortion acceptable,sadness
hope one day escape tia place feel held back inhibited reaching potential isnt decide pray,sadness
visited daycare options taken year find one feel even acceptable,joy
alternating feeling thrilled see dads family weekend terrified black sheep among normalcy,joy
feel like pretty productive days although couldve cut back thinking usual,joy
ive quite confident believe whole life occasionally whelming feeling uncertainty truly shaken core,fear
lock mine long lifeline loop cleat piling take gas line feeling especially paranoid spark plug covering hole duct tape,fear
goal oriented person never feel satisfied hot pursuit goal,joy
feel like missed calling id damn good special ed teacher,sadness
feel strangely carefree free burden feels absolutely wonderful,joy
left feeling completely disillusioned little cautious contractual interactions vietnamese people,sadness
feel honoured part blogger collaboration series whats handbag,joy
ive made feelings people still supporting gop election cycle href http drinky lemur,love
remember feel book incredibly impressed knowing ill read,surprise
want feel respected,joy
cold unresponsive feel unloved,sadness
lingering feelings longing anyone,love
complete act feel temporarily satisfied feeling quickly goes away feel ashamed guilty,joy
miss nice see suck see always feel rushed,anger
also first slice xmas cake today im feeling festive,joy
eaten many restaurants feel enjoy cheaper much delicious eateries elegant lacking spice flavor places,joy
want irreplaceable find person makes feel way think id rather stay single im number whats point refuse something settle maybe im stubborn feel idrc,anger
feel like projects im successful projects involve specific requirement free choice,joy
survived low part crash im starting feel hopeful,joy
feel though least range age doubtful believing religion uncommon mother born sees atheist means cannot moral person,fear
know meant get ignored feeling still keeping sadness ignored feeling,sadness
know weird see call something review feel weird saying digress,fear
laps feel virtuous,joy
ive waking automatically thinking portugu also lately feels fantastic,joy
end feeling exhausted rest day,sadness
thinking md teen years offering guidance support making feel special making feel like matter,joy
feel cooler looking gorgeous rooms,joy
feel gracious opportunity make difference,joy
going get soapbox talk something feel really passionate,joy
im going birth baby feels shaky,fear
want feel year long lovely warm tingle october brings,love
feel quite worthless hear pretty normal north americans point,sadness
pounds feel fantastic shocked discovered going past year,joy
wasnt going post anything death made feel mad shitty,anger
im feeling doubtful writing dreams know shes behind,fear
mean feel feel like feel burden cant breathe suddenly im terrified october past weeks,fear
feel anything strange tugging relieved say least,fear
feel kind website would amazing learning purposes already provide viewer knowledge regarding history paris,joy
feel intimidated wide open design therefore find hard write,fear
cannot feel sincere,joy
must admit feeling popular wonderful feeling,joy
know angry every right feel angry perhaps even hateful feelings,anger
feeling dangerous task dancing lightening storm umbrella,anger
feel something inside something delicate peaceful unfurling inside chest,love
defensive feel threatened,fear
look feel horrible,sadness
used friend always always boyfriend didnt would get majorly depressed feel defective something think way mom always felt really bad,sadness
army,anger
like really heck care nice feeds post whatever photos feel like comment cool peoples photos,joy
feel drained totally exhausted today,sadness
woke feeling shaky nauseous lots cramping pressure abdomen pelvis,fear
feel like faithful enough proved paid dues faith stagnate,joy
feeling energetic strong,joy
always feel convinced grimacing flip handled knife one small pearl handled pistols,joy
could feel love joy pride looked two sweet little faces,love
hate feeling makes feel ashame stupid,sadness
sometimes feel vulnerable,fear
feel convinced many factors culture kind cooking mystique,joy
feel like jolly green giant next,joy
feel funny telling name change anyway gracias por todo,surprise
didnt feel much like thats largely resolved,joy
take taylor apprised latest situation feel reassured security apartment longer compromised,joy
feel people around understand acceptance might need grieve suffer loss mother grief never loving relationship expressed ways would want,love
started thinking times people jerks nothing really could except go home write unsatisfying angry complaints internetsphere generally feel helpless marginalized disregarded society,sadness
generally eat lot junk mostly stress eating become comfortable child care feeling less stressed eating less junk,anger
difficult time allowing people nice things without feeling either insulted like debt,anger
im feeling little hopeful future career,joy
feel really vulnerable tell much im honest hate,fear
feel like ask stay im selfish one even though ones making plans know cant,anger
sent home still feeling bit shaky dizzy,fear
feel appear friendly continue looking face eyes feel look sinister,joy
think feel stressed,sadness
would feel fearful killed mistresses,fear
feel petty,anger
felt joy passed worst phase life discovered many people considered important,joy
feeling amorous,love
im sat work late shift putting finishing touches tomorrows paper feeling ever slightly delicate,love
lie bed legs constant motion feel control shaken tapped something,fear
feel blamed everything,sadness
im feeling little shaky im going give speech jens retirement lunch shortly dont want cry,fear
really hope guys understand things really feel either rejected right place,sadness
feeling resentful choice choose things differently next time even change choice,anger
feel heart much im hurt,sadness
put without words since cant type lovely morning yes im feeling sarcastic today,anger
feeling lil bit gloomy,sadness
feel like passionate youtube id quite like explain think youtube next best thing entertainment,joy
apologise advance feeling somewhat angered stressed following going come,anger
wish could call wedding feel carefree,joy
envy couple cant wait get married feel pleased eventually married,joy
already feeling like less productive,joy
im brings best im feeling depressed,sadness
feel need explain thoughts ways clever funny maybe even insightful,joy
feel reassured feel secret pleasure feeling buried deep pocket,joy
really want share chance win feel passionate subject,joy
achieved specific athletic goal feel pretty fine form,joy
feel quite convinced phenomenal states really distinct material goings inside body,joy
feel particularly inspired,joy
hate way mom dad hate neglect feelings needs intelligent child rampant parenting style,joy
feel quite sure paths cross,joy
love inspire students creative love moment create something makes feel successful,joy
feeling carefree wanted go fun,joy
im feeling adventurous successful quest far,joy
feel like little kid punished mother something wrong,sadness
feel fine,joy
need finish venting feeling relieved still feeling irritated,joy
feel scared use headphones,fear
feel thursday important first step needed towards helping e get better eating,joy
also learned feelings cant hurt unless hold,sadness
feel charming today dont really want part im supposed part tonight,joy
feeling horny moment,love
feel glad starter allowed us interact today,joy
feel engrains prejudiced ideas,sadness
good morning gym done zumba class followed half hour swim course cycled feeling virtuous,joy
began feel agitated slightly dizzy amp hungry,fear
mean feel happiness self worth determined largely others course true,joy
child suffered nightmares even since,fear
also feel though assumption rude soon informed married next question follows kids,anger
really feel people consistently make us feel unimportant grand scheme life,sadness
feel pressured helpless dont control,fear
stand looking tower feeling waves nostalgia longing,love
care little impressing people unless person feel deserves impressed,surprise
feel creative mind brings diversity new thinking job,joy
used feel sorry people felt need pretend,sadness
feel like sweet tooth week,love
runner probably would really feel far safe title,joy
would constantly feel agitated,fear
feel foolish thinking would work,sadness
feel ok much better stronger weeks ago,joy
ask think feel unhappy,sadness
get go see gp told probably confident rested longer time go bed get hours feel better,joy
started feel crappy,sadness
really loved day made feel gratitude wonderful day made feel happy,joy
feeling bit cranky kids week cranky baby whiny year old demanding preschooler wanted stop remember blessed really,anger
feel cluster fucked head,anger
ignored feelings ignored,sadness
feel captures peaceful serenity relaxing inviting pines lake,joy
still likeguy still feel guilty,sadness
know obnoxiously immature sounding verbal tics voice kind nasal always come across like sharpest tool shed especially feeling awkward knowing knowing know,sadness
feel like child yet could see giving carefree way lestat,joy
feeling idea keeping entertained differs ever slightly mine jonny,joy
lie feel like trusting person really trust trusted guess trustworthy,joy
feel faithful point,joy
feeling annoyed suddenly,anger
wake morning voice throat feels ok afternoon scratchy sound like marge simpson night bad throat sore whisper,joy
feel guilty complaining life knowing people much worse,sadness
may rich material standards feel rich grateful,joy
ive little movie star tears come way feel relieved,joy
feel roster looks messy characters new members might look though cant bothered housekeep risk albeit small might get ebayed toon turning guild old members toon,sadness
feel fucking rebellious rules regimented like class starts theyre taking roll,anger
usually solution kinds situations right feel unhappy run,sadness
marvel wonders life happened ago feeling sentimental week,sadness
guess feel fulfill artistic pursuits certainly time economy picks,joy
left eagles complex sunday feeling cooper chance told team news broke last week make right,sadness
saying feeling helpless walk toes,fear
feel genuinely shy cautious women home reading shades think theres something wrong dont orgasm someone touches boob,fear
plan obtaining mba mba program feel valuable outcomes would like,joy
get feeling brewing kind moronic shit storm,sadness
lay still awake find feeling unhappy,sadness
truly feel blessed sharing first thanksgiving day together many many blessings thankful,joy
must admit ive feeling pretty low last couple weeks,sadness
ive feeling satisfied performance car,joy
recall high school feelings longing watched olympic runners feel st,love
im looking upon next year adventure likely make curse mathematics subjects hell eventually make feel relieved,joy
struggled thyroid waking day feeling well seeking answers fix whatever wrong could get feel good,joy
feel inhibited practice public sessions compared lessons ice time good ice time,sadness
feel amazingly appreciative lj friends,joy
feel wholly positive,joy
found agreeing lot thoughts pregnant women wrong feeling superior others man basically wants woman lets anything wants,joy
made justin feel pretty miserable last night im sure,sadness
remember feeling embarrassed entire meeting,sadness
climbed mountain made way village people stared children looked frightened ran away everyone came across asked way make feel unwelcome,sadness
hate feeling bitter,anger
could almost tempted carry photography together worked well feel aching back nervous system persuade remain retired wedding photographer,sadness
feel hateful everything suddenly,anger
looking forward beaten feeling like disappointment husband emotional pain,sadness
refers course though cant help feeling somehow ironically retrospect loudons son kate mcgarrigle rather talented rufus wainwright,joy
hate feeling dumb hate people make feel dumb like baby,sadness
feel like many theories attacks aids really dont feel like acceptable,joy
feel numb right thought feeling angry dont know dont feel anything sad happy angry dont know feel anymore,sadness
invest friendships feel hurt perceive investment returned,sadness
im feeling hopeful graduating fall,joy
feel like day less valuable another certain event going happen,joy
feel like rest season continue successful like freestone,joy
know feelings premonitions could simply product troubled subconscious grabbing conscious attention bit,sadness
feel like opportunity become smart embrace knowledge really learn everything daydreamed learning,joy
struggled come interesting title blogpost lipbalms feel people would consider boring subje,sadness
feeling joy happiness ecstasy triumph love felt contented somehow,joy
feel quite rebellious actually,anger
feeling confident able get back door dinner time,joy
overhear victory tune geeks ringtone feel triumphant,joy
feel tortured emo poetry coming already,anger
feel super shifting super circles,joy
im condoning terrorist action feel furious powerless,anger
feel invigorated one,joy
feel would far better species,joy
im feeling paranoid im well aware governments tactics put books want use,fear
wont discuss made feel really restless,fear
sometimes feel disheartened realise far culture,sadness
didnt really feel appetite noodles chose bowl rice sweet potatoe tempura amp miso soup included,joy
go sleep say feeling exhausted suddenly go thoughts working hard never get balance right feel like hard etc go whole story life everything seems overwhelming,sadness
end day feeling hopeful relaxed,joy
feeling spiteful brought saw hurt face,anger
feel absolutely loved,love
knew wanted somehow include idea natural healing holistic living site also feeling radiant vibrant enthusiastic life age,joy
feel christmas special ever,joy
actually feeling distressed,fear
feel neglectful reception grazed arm walked pulled back said going youre way imporant people stoned full champagne could tell beautiful seemed nice,sadness
remember child feeling totally scandalized outraged found girls didnt play nfl,anger
think affects much results back one biggest flaws feeling enough pretty enough smart enough name,joy
trust though may take courage feel god faithful god even dont see bigger picture lord,joy
didnt end popular guy feeling rejected like break thought time la,sadness
feel though broke plane ill aware use faith wish gone,sadness
definitely felt scared made feel vulnerable hated,fear
cant feel dont turn back wont ignored time wont heal dont turn back wont ignored,sadness
im putting palm blowing hoping gets ears universe feeling little generous day reaches,joy
may feel relieved satisfied probably fun,joy
really badly cannot wear anything without causing spasms diarrhea eat mouthfuls feeling miserable,sadness
feel though need say hi name cathy lovely meet,love
feel pinging brain pleasant,joy
suffer low confidence im always looking ways come across confident feel outgoing,joy
feel honored asked little ol,joy
feel bit low,sadness
anticipating somewhat surprised uncertain degree annoyed presence daily experience especially light fact times feeling joyful confident abilities loving human ever,joy
like watch people horrible things outraged feel superior,joy
feel like read articles blogs even press releases akron marathon world nothing calm,joy
feel bit surprised motion capture films dont seem visual richness detail full cgi films,surprise
feel low confidence sometimes,sadness
feel horny thinking,love
sent boyfriend bobby feeling particularly melodramatically helpless miss home states miss sweatshirt miss taco bell,fear
im feeling bit gloomy blah today href http lunajubilee,sadness
dont know else word miss feeling respected guy able hold guys hand around mall knowing hes mine,joy
feel like offended question,anger
feel cheated wronged let spurned vine tended nursed could,anger
look list think wonder idea feel like blank,sadness
feel shy cause realized people behind didnt dance look us gt,fear
stop doubt leave feeling dissatisfied,anger
love doesnt always feel brave,joy
feel rude take someone photo rather feel awkward asking take photo,anger
eat biscuits crisps ice cream day yeah tastes great makes feel groggy following day take photos,sadness
feel relieved happy realize said,joy
idea feeling unimportant beyond upset honest feelings,sadness
certain occasion fight boyfriend fight closed door face went away came back next day,anger
channel yet assured get feeling went broke one,sadness
feel privileged honored attend ptk international convention got opportunity represent college along five members,joy
know seems sudden everyone sure much communicate comfortable feel similarly look world supportive loving towards,love
feeling strange energies,surprise
type feel like one unfortunate animals gets caught washing machines somehow survives much lighter ragged half dead,sadness
sat cold flashed back going hockey city classic degree weather feeling cold even though degree difference night,anger
feeling extremely homesick first two days,sadness
really feel like gentle reminders god hasnt always promised easy road promised us travel rough ones,love
get saying feel somewhat remorseful kind friend giving kind support wanted needed throughout past years friendship oh yes goes back far,sadness
feel lonely lost,sadness
feeling abused wasted hundreds dollars year subsidization crap though im sure whether im mad hell im surely going taking anymore,sadness
feel wronged world,anger
felt bit bad killing always feels like chore simply distracted exploration,anger
feel warmth gentle sun,love
may feel sure wisdom comes age help,joy
get feeling shes amused,joy
ive known person miserable years im still feeling pretty shaken,fear
feel drained physically sore work,sadness
go feeling foolish many times,sadness
feel parents republicans shall overload stories feeling need society blamed outcome,sadness
feel simultaneously thrilled shy unsettling exciting see way,joy
feel aching gap heart,sadness
im going end feeling slutty like ah,love
kind feel fearful starting,fear
wont sure feel optimistic either,joy
feel called delighted,joy
feel like pretty supportive,love
feel bit annoyed antsy good way,anger
feel lucky nice able buy lovely resources little ones care,joy
find crying loosing everything everything really proud feel loyal connection around,love
feel specially fond,love
woke middle night dream,fear
feel rich solomon,joy
feel reluctant keep going drew focalors sigil black opium incense stick wall grabbing wooden part pulling incense part back slightly allowing smack wall leaving black powder line meditated,fear
feel like hiding also feel triumphant apathy,joy
feeling lousy feeling little normal brought many small things focus everything seemed wonderful,sadness
must add crowd similar last night except much laid back stoner feel supporting cast parents escaped kids,love
feeling anxious yoga homework,fear
feel wonderful grateful support,joy
feel like weird cancer one time,surprise
feel love yesterday brought tears eyes hear say today realize special surrounded love,joy
feel bit stressed get take two rescue tablets,sadness
feel need suddenly try change accepted,joy
get feeling miserable narrator pining ex lover dreaming return wonders whether unlock door case come way drink dancing,sadness
feel like cant afford afraid show sometimes weak allow others see anything less strong wife mom feel,fear
presented old work made feel guilty,sadness
small circle feel comfortable turning days maddening,joy
barely even feel like explaining weird history shadow dancer really console port arcade sequel shinobi even though already console sequel shinobi thats totally different game revenge shinobi,surprise
guess understand concern help feel little rejected,sadness
feeling homesick decided venture relatively new part town,sadness
feeling generous saturday morning told go ahead plan stand made enough money id take theater see movie,love
feeling lousy recently,sadness
im feeling comfortable water,joy
feeling need gorgeous envy,joy
im stressed angry upset point im feeling numb one bad thing sure set edge,sadness
mention one feel fake,sadness
feel like cant afford afraid show sometimes weak allow others see anything less strong wife mom feel,fear
feel relaxed get good care need accept advice given unless feel strongly otherwise,joy
find feeling shocked hearing word spoken loud lounge room,surprise
im feeling pissed aac feeling kind miserable frustrated life whole week,anger
ive hated pretty much every shampoo ive tried without sulfates often feel make hair look dull produce pretty much lather need bubbles,sadness
hate hate feeling shitty time,sadness
ive learned depend expect body perform rather keep flexible hope expectation fulfill duties despite feel im thankful people around understanding flexible right along,joy
feel like getting fucked,anger
go back day however hear jesus words son man authority forgive sins earth feel electrified doubtful,fear
know gut feeling really bothered said,anger
feel traumatised pained,sadness
cant feel anything like said everything always hurt bad,sadness
guess feel appreciative,joy
feeling little nostalgic,love
remember feeling humiliated people front seat car,sadness
began day feeling intimidated courthouses designed intimidate ended day cheerfully chatting judge chambers,fear
feel miserable reading americas heat wave live always hot middle east,sadness
feeling pleased manuscript reporting results fellowship research annoyed ridiculous requirements,joy
feel reasonably assured run magical genealogical strains,joy
feeling rebellious happening us family,anger
feel lousy daily basis,sadness
miss feeling glad,joy
feel im bothered,anger
feel cheated since supporting family stuff spends hours day gaming,joy
im getting since feel accepted mark beast shot thought going kill screamed loud didnt want die,joy
feel comfortable staying house feel relentless im asked something tired almost time bored without money,joy
realized tired feeling weird relationships boys,fear
woke morning feeling like unfortunate drain cover href http www,sadness
im one people bury feelings anger second giving sweet smile even pain anger,love
love everything looks bright even feel dull,sadness
suppose one feeling generous one could say stressed elevator ride,joy
feel pain ways tortured ti could possibly understand,fear
see many people miss work drop hat job important overall fine something feel worthwhile help stay deem good path,joy
experience normal moods feel annoyed year old whines baby wants held im making dinner longer feel consumed emotions,anger
posted feeling like super mom managed care children fiance house one day working little sleep,joy
continue feel content decision move,joy
often go week two without iming anyone im feeling especially outgoing one pokes,joy
feeling rotten,sadness
reconciled life goes marriage feel terrible one affair,sadness
think rolled guess already kinda feeling one performed yet word street supposed surprised performance lil wayne nikki minaj drake would dope,surprise
make effort ask jason friends questions include conversation makes feel like considerate person feeling get often,love
sleep vey irritable feeling paranoid work oncology dpt hospital feeling paranoiud cancer chemo,fear
really feel content really feel ne,joy
feel safe say send first v v matter end year,joy
might go get car wash feeling really generous car needs,joy
cannot describe happy feel emotional may sophat year old patient kandal said recovery room,sadness
feeling pretty fabulous means pain past three days,joy
feel jubilant elation,joy
also feel extremely blessed marrying loving family,joy
ive tried bare minerals makes feel like face dirty,sadness
longer wear shirts without feeling like supporting totally different band,joy
feel doomed wanting get doctorate something besides medicine,sadness
feel remorseful day shits said,sadness
lived someone living lie keep dark feeding lies faking feelings id ignorantly complacent longer convenient,joy
feel hateful alone,anger
even picked beautiful pearly looking snaps soft comfy feels like caring,love
feeling low,sadness
lapped getting applications sachets gave enough feel decide really liked product little ml tube another rose night cream came along ive lapping loving,love
feeling one day content happening life even seconds,joy
ive feeling little frantic recently summer together flying quickly,fear
needed feel rebellious,anger
feel lola falls strange demographic,surprise
kicked throat feel terrific,joy
made make feel dumb dumber,sadness
im feeling generous go golden nugget,joy
im feeling particularly dangerous chocolate cookie,anger
feel play feeling maybe want broke hearts,sadness
remember feeling disappointed discouraged realized first two baby belly women,sadness
feel like ought apologise unfortunate decline writing standards past couple weeks,sadness
im also feeling cranky main characters scientist brother observing moon mentions zero gravity,anger
im feeling damn fantastic,joy
always felt like could anything feel fearless,joy
feel lame even saying,sadness
feel surprised disturbed actually,surprise
feel uncomfortable depending partner meet needs,fear
keep wondering im hitting walls grief loss even im fun feeling excited enjoying wonderful friends pre summer time experiences,joy
still feeling joyful rest peace nothing nothing nothing stop,joy
feel smiled love even gorgeous,joy
suppose felt odd different liked feel accepted even superficial level hour two,love
remember feeling shocked called religious,surprise
started feeling hopeless regards health,sadness
reading melee dps rant brought attention reason ive feeling fairly dissatisfied raids recently,anger
feel like deserves hated want know exactly much,sadness
want swept feet feel special rather told,joy
im sure everyone starting feel christmassy getting festive era,joy
want people feeling delighted shock saw,joy
feel innocent cuz aint mean n bitchy,joy
feeling stressed get accomplished little amount time,anger
feel tortured person one world even think im somebody wish somebody wishing waste time though dream somebody tortured,fear
sigh say im tired feeling needy,sadness
usually feel aggravated unprofessional attitude rest cast,anger
try always hopeful helps keep feeling ok,joy
feel rel nofollow add delicious href http www,joy
love female vocalists though admit feeling slightly embarassed femininely romantic theme piece,love
feeling bit overwhelmed tired anxious etc,surprise
identify independent admittedly sometimes fault strapped time makes feel needy,sadness
feel clever done,joy
admits feeling remorseful outbursts width height,sadness
get upset bruce little tired work usual feel little rejected,sadness
desk job sit ass day long sometimes feel paranoid active enough think things like dear god get fat never lose baby weight,fear
feel like order live compassionate life essential piece puzzle,love
ive devoting monday monday friday friday getting enough retribution decent incentives keep im starting feel little abused like coffee machine office im gonna go somewhere cozy get lover tell,sadness
feel furious right life advocates tell live die lobbying supporting politicians sympathic views,anger
never feel satisfied satiated like used dining,joy
know pleasant feel selfish saying think would fallen apart,anger
feel though ive robbed much summer pleasant although started grand ideas projects would done structure would kept clever new places would go,joy
feel worthless ugly href http afaerytaleinmakebelieve,sadness
go cycle attending lessons tutorials feeling lethargic etc etc,sadness
feel adventurous willing take risks img src http cdn,joy
feel people smartest talented people ever met,joy
dont think happens lot feel insanely cranky couldnt get ear immediately,anger
feel like thats almost ok since political party uk ever seems reach young voters,joy
feeling shy,fear
feeling post sort content blog hoppers possibly comment,joy
feel however administration dangerous moral choice speak,anger
feel alarmed,fear
feeling remorseful breakfast took diet pill,sadness
feel lonely thats alright nothing little tv music cant fix,sadness
