ID,Tweet,Sentiment,Time,Age,Country,Population -2020,Land Area (Km²),Density (P/Km²),Ground Truth
cdbe4df131, OMG so exctied,positive,noon,21-30,Armenia,2963243,28470,104,happiness
3121e64ff3, LOL well i`m qlad u enjoyed yur ramen noodles.. i had fried chicken  ..im tired now,neutral,morning,0-20,Guinea,13132795,246000,53,happiness
12fdd2d959,"omg, my right hear us blocked and it`s so annoying. what i i wake up deaf?",negative,morning,46-60,Indonesia,273523615,1811570,151,anger
9624b0b500,Layin in bed awake. Txtin my girl in vegas. Wishin I didn`t have to work and I was w her,negative,night,31-45,South Africa,59308690,1213090,49,sadness
e3731b6ce8, what`s goin on hun?  I`m worried about you,negative,night,31-45,Madagascar,27691018,581795,48,sadness
20951ebfde, While im stuck INSIDE in Elk Grove Village working all day   Someone should enjoy it!,neutral,night,70-100,Liechtenstein,38128,160,238,sadness
aebcb91e4a,"10pm tonight, International Space Station will by over head, through most of Texas at least",neutral,noon,60-70,Holy See,801,0,2003,df
93516d3ceb," hope it isnt too hot a summer then.hows little one today,being good i hope.lol",positive,noon,21-30,North Korea,25778816,120410,214,df
7a36fca205," it`s an awesome book, can`t wait for the film - enjoy and don`t be scared  x",positive,noon,60-70,Somalia,15893222,627340,25,happiness
ca66c3653e,Bout 2 Miss Mah Lakers Play 2day...  This Orange Box Is **** Up The Rotation!.. Mah Real LA Fam.. Keep Me Posted!.. I LOVE HATERS 2!!,neutral,morning,46-60,Burundi,11890784,25680,463,anger
719f6bacc1,mm it was cold in your shadow anyway. Ooh monday,neutral,night,70-100,United Kingdom,67886011,241930,281,anger
6a9023f1af, AWWWW  we`re gonna miss you!,negative,noon,21-30,Poland,37846611,306000,124,sadness
47671f2b86,Gonna go make my Meme`s Mother`s day card then go hop in the shower and hop to sleep!!,neutral,night,31-45,Slovenia,2078938,20140,103,happiness
b81798ce06, What happened?!,neutral,night,70-100,San Marino,33931,60,566,surprise
421944b580,Mom is wearing shrug I bought her 2morrow...I can`t wait 2 c her n it..cute,positive,morning,46-60,Benin,12123200,112760,108,happiness
b783916431,"Huh, another ScarePoint coding Sunday",neutral,morning,46-60,Burundi,11890784,25680,463,surprise
f946da7a04,_thomas if only the drinking game was tonight...I don`t have to work till 5 tomorrow,neutral,night,70-100,Cabo Verde,555987,4030,138,sadness
a63638f545,"BGT was just amazing tonight, and threee amazing acts got sent home",positive,night,31-45,Cabo Verde,555987,4030,138,happiness
e319638aae,_gaba evrytime i listen to the name of tat plce i am reminded of Mojojojo from dexter`s lab,neutral,morning,0-20,Haiti,11402528,27560,414,df
2d9c34b943, not funny he profiled my ****. Like wtf? I`m still kinda heated. Ugh,negative,night,70-100,Maldives,540544,300,1802,anger
68a2d75b38," whaatttaatttt! she is a good cook and really creative, silly sierra",positive,night,70-100,Canada,37742154,9093510,4,surprise
3cb7fed999,  hi kendra whats up? follow me,neutral,night,70-100,Croatia,4105267,55960,73,df
2ff5a1078b,Licking chocolate crumbs off a Twirl wrapper like Zammo on smack,neutral,night,70-100,Slovenia,2078938,20140,103,happiness
ca4b7d62c0, anytime!.. literally hahaha,neutral,night,31-45,Czechia (Czech Republic),10708981,77240,139,happiness
68a429f6af, Same here!  I just wanted it to keep going and not end... ever! ;),neutral,morning,0-20,Benin,12123200,112760,108,happiness
e18a2f80b1,"Sad news, after a week in the hospital, My uncle past away today. R.I.P. Uncle Tony",negative,noon,21-30,South Sudan,11193725,610952,18,sadness
7115b4a4b1,"@_Toki_ the wee girl started crying and her mum came on, was such a shame",negative,morning,0-20,Micronesia,115023,700,164,sadness
780c673bca,going out for the good ol` `soak` tonight for a mothers day feed.       in love more then ever,positive,morning,0-20,Ethiopia,114963588,1000000,115,happiness
1d854b9456,Aww Holly Steel ... Dont cry,negative,night,70-100,Syria,17500658,183630,95,sadness
650c4b89cc, i wish i could but it would cost too much to call you all the way from the UK,negative,noon,60-70,Malta,441543,320,1380,sadness
6e7e59bcd9,Drinkin` Chai tea and not sleeping.. and checkin` out some cool peeps,neutral,night,31-45,Peru,32971854,1280000,26,happiness
f9f82c5f99,"so bored, i have a headache.",negative,noon,21-30,Montenegro,628066,13450,47,sadness
9a58257276,_War_MT I`m no longer blue,neutral,morning,46-60,Trinidad and Tobago,1399488,5130,273,df
f0e3079931,"_babe woo! im getting mine on monday,cant wait  x",positive,morning,0-20,South Korea,51269185,97230,527,happiness
10f2498c35,I want Crimson Gem Saga.  I will just go play RF Guerilla demo repeatedly. I (Mission Failed - YOU DIED) so many times from dicking around,neutral,morning,0-20,Kazakhstan,18776707,2699700,7,sadness
02bf960d09, ohh I was so confused!:p I haven`t seen it. It`s your favourite?,neutral,night,31-45,Equatorial Guinea,1402985,28050,50,surprise
4d97f4be67,where is the rain please come out,neutral,night,31-45,Ghana,31072940,227540,137,sadness
a7a4f1809e,Car shopping with kacy yay,positive,noon,21-30,Angola,32866272,1246700,26,happiness
f4c7c4cfc1,"_1210 holy ****, I need to see that! Too bad I gotta wait until tomorrow",neutral,morning,46-60,Cuba,11326616,106440,106,sadness
ffbae98f62,my stomach is bleh!,negative,morning,0-20,Qatar,2881053,11610,248,sadness
f5dd26cb38, omfg I have been DOWNING them they are so tasty. I ate almost all of them with Lo,positive,noon,21-30,South Sudan,11193725,610952,18,happiness
ba93b83d6d," I see we are approaching a nice round 5500 number, I expect you will have crashed through that by the time I come back tonight",positive,noon,60-70,Botswana,2351627,566730,4,surprise
649e31adcc,Starbucks I`m lovin` it,positive,night,31-45,Pakistan,220892340,770880,287,happiness
cec3d89140,Driving fast is SO much fun. I went 80 in a 25. Hahaha. Goodnight!,positive,noon,60-70,Angola,32866272,1246700,26,happiness
98210647c3," but its pretty at least, I think I need to catch some sleep soon though",positive,noon,21-30,Chad,16425864,1259200,13,df
9aaac25638,I hate how MS makes me feel. I can`t control my legs 2nite & am in too much pain - it`s driving me crazy  Anyone else get those moments?!!,negative,noon,21-30,Saudi Arabia,34813871,2149690,16,sadness
a6b98b0931,Hope ur all havin a nice Friday! Been feeling down this past week since my dog`s passing...,neutral,noon,60-70,Guinea-Bissau,1968001,28120,70,sadness
94685b4441,"_Cullen26 yes, yes it is.",neutral,night,31-45,Kiribati,119449,810,147,df
b5c4912b8b,Greenville Drive games just aren`t the same without the 'Baseball Guy' clown.,negative,night,70-100,Sierra Leone,7976983,72180,111,sadness
1be36af355,Back at the vet and it isn`t good,negative,noon,21-30,South Sudan,11193725,610952,18,sadness
0c8aeeaf08,My twitterberry wont work on my friends and me,neutral,night,31-45,Comoros,869601,1861,467,sadness
951a802069,At hospital.. Uncle is in surgury after heart attack,negative,morning,0-20,Benin,12123200,112760,108,fear
ee66a9e45f,Got 38 followers now!,neutral,night,70-100,Djibouti,988000,23180,43,happiness
1706a0ea08, Yeah I`m kinda glad I did stay home,positive,night,31-45,Liechtenstein,38128,160,238,happiness
dcac89aab6,_recordings Alas no - this is all occuring in an office in central London...,neutral,noon,60-70,Malta,441543,320,1380,df
769c8775bf, so technically....i havent really gotten out of bed. so i think you`re right and i`m gonna stay here!,neutral,morning,46-60,Haiti,11402528,27560,414,happiness
e401bc7cb1,I want some cookies.,neutral,night,70-100,Ghana,31072940,227540,137,sadness
8f65a41e73, well keep me posted if it comes out fully thanks,positive,noon,60-70,Tunisia,11818619,155360,76,df
991f40579e, Aha! Well I`m from Ashington and going back to my old school in Sept. which will become Northumberland C of E Academy.,neutral,noon,60-70,Poland,37846611,306000,124,happiness
6a1d797fba,so now i dont get my car back til monday. boooo,neutral,morning,0-20,Georgia,3989167,69490,57,anger
ec63552551,Watching 'Hairspray',neutral,noon,21-30,Romania,19237691,230170,84,happiness
7b96952a0c,didnt cry at the end but was very sad to see the last episode of ER. man that was a good series.,neutral,night,70-100,Zimbabwe,14862924,386850,38,sadness
6a5472922a, I`ll be back home on Monday.,neutral,night,70-100,Tonga,105695,720,147,df
e1c85f0857, just got them- about to read & reply,neutral,night,31-45,Czechia (Czech Republic),10708981,77240,139,df
de5773c63b, does that mean your going to block me?,neutral,night,31-45,Monaco,39242,1,26337,surprise
e726fc704c,"Last day in Exeter! Had last session in gym, last breakfast.. last meeting coming up",neutral,noon,60-70,Kenya,53771296,569140,94,sadness
5648799bc4,_Ellen and she`s 9.5 and a rescue.. bad hips.    She deserves pampering!  She`s full of life though!!,neutral,morning,46-60,Haiti,11402528,27560,414,happiness
85a1bc359b,"Home. Should be in the bed, but I`m just super duper excited about tomorrow.",positive,morning,0-20,Trinidad and Tobago,1399488,5130,273,happiness
42ba6c7e59,Thinking of summer,neutral,morning,46-60,Qatar,2881053,11610,248,sadness
ff6c10ce0e, and I have a gentleman`s agreement: Whoever wins the first match (or is it best of three?) pays for the other person`s copy.,neutral,night,70-100,Pakistan,220892340,770880,287,df
ced5c302f5,listening to jubey snoring on the phone  hehe goodnight,positive,morning,0-20,Guinea,13132795,246000,53,happiness
afd045a8c1, I have no IPhone (poor credit!).    But I cannot live without my cell phone! I am on mass transit every day!,negative,night,70-100,Suriname,586632,156000,4,anger
e60cd123da, I agree. I missed a LOT while I was away and busy and now it`s like a whole new place,negative,night,31-45,Finland,5540720,304000,18,sadness
25e66aef86," Thanks to TweetStats, I confirmed what I long suspected: Twitter is keeping me up way too late!  http://tr.im/kpc1 ",negative,night,31-45,Senegal,16743927,192530,87,disgust
e904d0cc6d, alright alright! I will be tuning in and taking notes - remember what I said before (got a spot? raising my handz - both,neutral,night,70-100,Finland,5540720,304000,18,df
f9a1acf6b3,"Thanks to all the people who added me on Skype  If you want to add me, my name is same as my twitter name, and my YT name, and Blogtv, etc",positive,night,31-45,North Macedonia,2083374,25220,83,happiness
6b748f5a24,six more finals to go,neutral,noon,60-70,Slovakia,5459642,48088,114,sadness
ac876ae0c5,"Back at it after a weekend of working in the yard. Didn`t open the laptop once, and I`m thankful.",positive,morning,46-60,Greece,10423054,128900,81,happiness
6ecaa33c8a,Massive headache,negative,morning,0-20,Belarus,9449323,202910,47,sadness
beebadac85,"  and Em, my baby, starts kindergarten.  What a crazy summer it`s going to be.",positive,night,70-100,Australia,25499884,7682300,3,disgust
2f0047bcad, I did laundry tonight too.  Guess I can admit that now that you paved the way.,positive,morning,46-60,Georgia,3989167,69490,57,df
cfbec13b5d,"_dam haha, that would be cool. brianna and i should fly over there  haha",positive,morning,0-20,Saint Vincent and the Grenadines,110940,390,284,happiness
e2a149bd12,"I`m sitting in altanta. It`s raining in boston. Yay for flying in the rain, that should help with my fear.",neutral,morning,46-60,Central African Republic,4829767,622980,8,fear
80c4f99a8b,alot of new pictures tweets  ; some really old some new. check out the new ones if you wish . Tweeeet. http://twitpic.com/4wtyj,neutral,noon,21-30,Colombia,50882891,1109500,46,df
e099bb04ab,Madly in love with The Row..wishing i had money,positive,morning,46-60,Kazakhstan,18776707,2699700,7,sadness
c63e6d1d8d,For _inLaPush because she misses Quil so...  Far Away ~Nickleback ? http://blip.fm/~5z639,negative,night,31-45,Guatemala,17915568,107160,167,sadness
7c2a0bb3de,Loving the cairns clan,positive,morning,0-20,Bahrain,1701575,760,2239,happiness
38a78f5522,"got through two thirds of new moon in three days, now on to eclipse..........then more work  assignments sadly dnt write them selves.",negative,night,70-100,Bahamas,393244,10010,39,sadness
7e1f400b72,I have now realized I am not cool enough to ever get a shout out from   (this player will not be playing on! hahahah),neutral,noon,21-30,Sudan,43849260,1765048,25,sadness
82d211bdd5, i think i hate you.  i didnt really want to but you make it hard for me to like you what with the cake and concert on the  ...,negative,night,70-100,India,1380004385,2973190,464,anger
df7b4a0686,"So twitter is a journey now.  well, okay.",neutral,night,70-100,Brazil,212559417,8358140,25,anger
f25acf806f,so bryan was at the sweet 15 and i didnt think we were gonna talk but towards the end of the night we talked,positive,noon,60-70,Armenia,2963243,28470,104,surprise
7cf5f75c91, Agreed! Though Eclipse apps hinder collecting the heap dump by catching OOME. Had to muck about in JConsole,positive,night,70-100,Thailand,69799978,510890,137,disgust
4291725ecd, unusual for them,neutral,noon,21-30,Tunisia,11818619,155360,76,df
237508c00a, is it a worldwide number? caause for some reason my phone wont dial the number,neutral,night,70-100,Laos,7275560,230800,32,anger
7a3245a6a8,has decided NOT TO GO TO UNI TODAY!  http://plurk.com/p/su0yr,neutral,morning,46-60,Kuwait,4270571,17820,240,happiness
454666ed2d," Awesome, congrats on completing it! (I can`t believe you cycled the distance to my cottage though in 1 day.  )",positive,noon,60-70,Palestine State,5101414,6020,847,happiness
c5ba0e39b5,  Hi jonas brothers  you came to argentina la otra vez,neutral,morning,0-20,Georgia,3989167,69490,57,df
c4045dbafc, where are ya headin to for your family vaca? i hope the paparazzi leave you alone,neutral,morning,0-20,Burundi,11890784,25680,463,happiness
98c0376ba8, bahah that would be really funny she would be really cut haha,positive,morning,0-20,Brunei,437479,5270,83,happiness
4a8224c204,Not happy got a big choice to make,negative,morning,0-20,Serbia,8737371,87460,100,sadness
6a7d8d042c,_Josa how exciting!!! looking forward to pics on facebook  ****,positive,morning,46-60,Serbia,8737371,87460,100,happiness
8aab396dfb, What`s for dinner?,neutral,night,31-45,Comoros,869601,1861,467,df
66b7d26a3b, awhhh It was so nice to see you.,positive,night,31-45,Laos,7275560,230800,32,happiness
f6c6071761,R.I.P little bird that flew into my window snapping his neck,negative,noon,60-70,North Korea,25778816,120410,214,sadness
80c9638a76, Well thank you! I`ll try and remember to put it somewhere,positive,noon,60-70,Azerbaijan,10139177,82658,123,happiness
884db95b60, excuse me ...theres me!!!  jkidding lol...so how long b4 yr fun night out starts lol,positive,morning,46-60,Turkmenistan,6031200,469930,13,happiness
b3175e5a2a,Today is Will`s first baseball game!  GO BATS!,neutral,night,70-100,Saint Lucia,183627,610,301,happiness
4ead488f3e,i waited too long to buy pink tickets!  now we`re going to be in nose bleed!!  how sad  we`re taking binoculars...,negative,noon,21-30,Switzerland,8654622,39500,219,sadness
de3c4f3168, I aint blanco either..Yo 100% Puerto Rican mami....yo show muy amor yi tu...but yo no se...,neutral,night,70-100,Sierra Leone,7976983,72180,111,happiness
cb8ff954c0,has a new nick name - arosh ..i like i like,positive,noon,60-70,Holy See,801,0,2003,happiness
669ee0e843," I can`t do that.  I take it at 11, or I work through it.  Those are my options here.",neutral,morning,0-20,Afghanistan,38928346,652860,60,disgust
fef84373a2,  cuss u siad u weren`t having it...lol,neutral,night,31-45,Slovenia,2078938,20140,103,anger
71e1cf596a, go for the 1 that you want to go to most? my bro had to switch when he did his 1st time  it`s www.direct.gov.uk/studentfinance :],neutral,morning,0-20,Kuwait,4270571,17820,240,happiness
0bd0f61742,off to get ready for school. have an absolute wonderful day!,positive,noon,21-30,Azerbaijan,10139177,82658,123,happiness
95c7005fec, have fun on flashy fed hill..im sure you`re imported cheeto eating **** will fit in lol,positive,noon,60-70,Moldova,4033963,32850,123,anger
99ce4e68b9,"ohhhh, how sad...I didnÃ¯Â¿Â½t get it!",negative,night,31-45,Panama,4314767,74340,58,anger
697887b4a1, you know you want to come keep me company whilst mum`s at her friends for the night  it`s such a nice evening!,positive,noon,21-30,Holy See,801,0,2003,happiness
2af5610991,"   that was flippin` sweet, dudes. thanks for sharing",positive,noon,21-30,Kyrgyzstan,6524195,191800,34,happiness
9a11572e70,Happy Mother`s Day Mommies,positive,night,31-45,Liechtenstein,38128,160,238,happiness
13a9290908," thanks.  thing is so much of it is more design-art, which I hardly ever get a go at, therefore never get much better..",positive,night,31-45,Russia,145934462,16376870,9,sadness
ed01460fd0,beats the heat with cool guava juice in handi water,neutral,morning,46-60,Hungary,9660351,90530,107,happiness
de8c4c410d, Hell Yeah!,neutral,night,70-100,Honduras,9904607,111890,89,happiness
9d4e0dc308,Eh they shut the freeway down! omw to a job interview so i guess i`m gonna be late,negative,noon,21-30,Armenia,2963243,28470,104,anger
5a95ed997b,"Got caught in the rain with about 7 people  Now, probably just gunna watch Smallville till I fall asleep",neutral,morning,0-20,Serbia,8737371,87460,100,sadness
743691574d,"I`m uploading some videos to youtube, will give link once I get more loaded. Variety from my daily life, not amazing but fun to watch",neutral,noon,60-70,Grenada,112523,340,331,happiness
196dbfc937,Hello  Back to work today after a week of vacation !,neutral,night,70-100,Pakistan,220892340,770880,287,disgust
ac19e04a4b,just got my BMTH concert tickets  ? youknowimsofreshtilldeath?,neutral,noon,60-70,Nicaragua,6624554,120340,55,surprise
ecab325607,im back. wooooo!!!  i want to have my own press release :|,positive,morning,46-60,Argentina,45195774,2736690,17,happiness
e60af289e5,The 22nd can`t get here fast enough!,negative,night,70-100,Croatia,4105267,55960,73,happiness
89607e1ed7, that sounds great right about now. It`s ridiculously hot in my house,neutral,morning,0-20,Kazakhstan,18776707,2699700,7,anger
99853188fa," it`s best if i check it while it IS up. when it`s down, i can`t really see anything",positive,noon,21-30,Côte d'Ivoire,26378274,318000,83,anger
8c4d5e132f,"We`ll be moving from a strength to a hypertrophy phase for chest, back, shoulders and arms for the next few weeks. Legs will stay behind",neutral,morning,0-20,China,1439323776,9388211,153,df
e10b176e0d, sorry to hear that,negative,night,31-45,Mexico,128932753,1943950,66,sadness
d7c8698a3c,wow! party! my new life! it is awesome! no more girlfriends they just create tons of drama! babes at a party is the way to go!  just w ...,neutral,morning,0-20,Haiti,11402528,27560,414,happiness
f00076628b, Your welcome hun!    They are all amazing people - make sure to say hello to them!,positive,morning,46-60,Turkmenistan,6031200,469930,13,happiness
1382e45cda,McDonalds in the car.  http://tinyurl.com/onoger,neutral,morning,46-60,Kuwait,4270571,17820,240,happiness
8503dfba02,Gatorade first thing in the morning = yumyum  feeling shattered but must arise and revise for IT tomorrow.,negative,noon,21-30,Somalia,15893222,627340,25,sadness
1ca92c5dea, so our bums really do look big it this,neutral,noon,21-30,Germany,83783942,348560,240,surprise
bd59625046,it`s Blockbuster week in New Zealand - 'Wolverine' tomorrow followed by 'Star Trek' on Thursday!,positive,noon,21-30,Kyrgyzstan,6524195,191800,34,surprise
0a866e0046,_m  yeeee  so wassup?,neutral,night,31-45,Cabo Verde,555987,4030,138,happiness
ff452af11f," Separate desks, computers, and sides of the room with short dividers...but, we`re thinking we need them to extend to the ceiling",neutral,morning,46-60,Vanuatu,307145,12200,25,disgust
917d998d63,Happy morning Sunshine  It`s May 4! I`m driving with the windows down and singing and smiling and not wearing shoes because i`m Kirsten!,positive,morning,46-60,Cuba,11326616,106440,106,happiness
647fce402f,Having to write a real looking paper letter. Not done one of those for a very long time. Sad really.,negative,night,70-100,Finland,5540720,304000,18,sadness
feb8ed98d1, I am using iMovie 08 and it`s still not bad. I am afraid to hear what is wrong with 09,negative,morning,0-20,Bahrain,1701575,760,2239,fear
f236be785a,sad day... told my students this is my last year here... a lot of crying since..,negative,noon,60-70,Germany,83783942,348560,240,sadness
657cf9d4ad,"alright, back from my twitter decompression  Happy monday folks, what`s the good word?",positive,noon,60-70,Slovakia,5459642,48088,114,df
